name,happy,fear,angry,sad,surprise,Closeness_Score,Iteration,Emotion,ArtistName,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.05,5,Angry,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.05,5,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.05,5,Angry,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.06,5,Angry,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.06,5,Angry,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.07,5,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.07,5,Angry,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.1,5,Angry,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0,6,Angry,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0.00001,6,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.00001,6,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.00001,6,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.01,6,Angry,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.01,6,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,6,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.01,6,Angry,Taylor Swift,
You Are in Love,0.24,0.12,0.03,0.35,0.27,0.01,6,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.02,6,Angry,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.02,6,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.02,6,Angry,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.02,6,Angry,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.02,6,Angry,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.02,6,Angry,Taylor Swift,
Labyrinth,0.42,0.16,0,0.14,0.28,0.02,6,Angry,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.02,6,Angry,Taylor Swift,
Untouchable,0.32,0.09,0,0.27,0.32,0.02,6,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.03,6,Angry,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.03,6,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.03,6,Angry,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.03,6,Angry,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,6,Angry,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.04,6,Angry,Taylor Swift,
Enchanted,0.33,0.2,0.06,0.14,0.27,0.04,6,Angry,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.06,6,Angry,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.12,6,Angry,Taylor Swift,
The Other Side of the Door,0.21,0.18,0.18,0.11,0.32,0.16,6,Angry,Taylor Swift,
Last Kiss,0.19,0.17,0.21,0.15,0.28,0.19,6,Angry,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0,7,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.000001,7,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.000001,7,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.000001,7,Angry,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.000001,7,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.000001,7,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.01,7,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.01,7,Angry,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.01,7,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.01,7,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.01,7,Angry,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.02,7,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.02,7,Angry,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.02,7,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.02,7,Angry,Taylor Swift,
Bejeweled,0.15,0.34,0,0.32,0.19,0.03,7,Angry,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.03,7,Angry,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.03,7,Angry,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.03,7,Angry,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.03,7,Angry,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.03,7,Angry,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.03,7,Angry,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.03,7,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.03,7,Angry,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.04,7,Angry,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.05,7,Angry,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.06,7,Angry,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.14,7,Angry,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.005,8,Angry,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.015,8,Angry,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.015,8,Angry,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.015,8,Angry,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.015,8,Angry,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.025,8,Angry,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.035,8,Angry,Taylor Swift,
Iris,0.27,0.27,0.12,0.23,0.12,0.045,8,Angry,Taylor Swift,
Paris,0.27,0.27,0.12,0.23,0.12,0.045,8,Angry,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.045,8,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.045,8,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.045,8,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.045,8,Angry,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.075,8,Angry,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0,9,Angry,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.00001,9,Angry,Taylor Swift,
betty,0.23,0.26,0.05,0.38,0.08,0.00001,9,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.00001,9,Angry,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.01,9,Angry,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.01,9,Angry,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.01,9,Angry,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.01,9,Angry,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.01,9,Angry,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.01,9,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.01,9,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.01,9,Angry,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.02,9,Angry,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.02,9,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,9,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.02,9,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.02,9,Angry,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.03,9,Angry,Taylor Swift,
cardigan,0.17,0.31,0.08,0.39,0.06,0.03,9,Angry,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0.03,9,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.03,9,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.03,9,Angry,Taylor Swift,
Delicate,0.17,0.1,0.02,0.63,0.08,0.03,9,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.04,9,Angry,Taylor Swift,
Dear Reader,0.17,0.09,0.09,0.17,0.49,0.04,9,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.05,9,Angry,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.05,9,Angry,Taylor Swift,
"You're on Your Own, Kid",0.26,0.26,0.14,0.26,0.08,0.09,9,Angry,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.12,9,Angry,Taylor Swift,
Cold as You,0.17,0.28,0.2,0.23,0.12,0.15,9,Angry,Taylor Swift,
Wildest Dreams,0.24,0.24,0.36,0.08,0.08,0.31,9,Angry,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.01,10,Angry,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.0100001,10,Angry,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.02,10,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.02,10,Angry,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.02,10,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.02,10,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.02,10,Angry,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.03,10,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.03,10,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.03,10,Angry,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.04,10,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.04,10,Angry,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.04,10,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.04,10,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.04,10,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.04,10,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.04,10,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.05,10,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.05,10,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.05,10,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.07,10,Angry,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.07,10,Angry,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.08,10,Angry,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0,11,Angry,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.000001,11,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.01,11,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.01,11,Angry,Taylor Swift,
cowboy like me,0.23,0.37,0.05,0.14,0.21,0.01,11,Angry,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.01,11,Angry,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.01,11,Angry,Taylor Swift,
...Ready for It?,0.25,0.11,0.07,0.36,0.21,0.01,11,Angry,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.02,11,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.02,11,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.02,11,Angry,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.02,11,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.03,11,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.03,11,Angry,Taylor Swift,
Tied Together With a Smile,0.23,0.11,0.03,0.4,0.23,0.03,11,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.03,11,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.03,11,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.03,11,Angry,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.03,11,Angry,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.03,11,Angry,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.03,11,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.04,11,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.04,11,Angry,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0.04,11,Angry,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.04,11,Angry,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.05,11,Angry,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.06,11,Angry,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.06,11,Angry,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.08,11,Angry,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.08,11,Angry,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.09,11,Angry,Taylor Swift,
Superman,0.26,0.16,0.32,0.09,0.18,0.26,11,Angry,Taylor Swift,
Super Bass,0.26,0.16,0.32,0.09,0.18,0.26,11,Angry,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.02,12,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.020001,12,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.020001,12,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.020001,12,Angry,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.03,12,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.03,12,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.03,12,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.04,12,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.04,12,Angry,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.04,12,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.04,12,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.04,12,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.04,12,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.05,12,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.05,12,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.05,12,Angry,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.08,12,Angry,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.01,13,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.010001,13,Angry,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.010001,13,Angry,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.02,13,Angry,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.02,13,Angry,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.02,13,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.03,13,Angry,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.03,13,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.03,13,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.03,13,Angry,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.03,13,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.03,13,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.04,13,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.04,13,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.04,13,Angry,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.04,13,Angry,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.04,13,Angry,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.06,13,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.06,13,Angry,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.07,13,Angry,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.07,13,Angry,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.11,13,Angry,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0,14,Angry,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.01,14,Angry,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.01,14,Angry,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.01,14,Angry,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.01,14,Angry,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.01,14,Angry,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.01,14,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.02,14,Angry,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.02,14,Angry,Taylor Swift,
Death by a Thousand Cuts,0.17,0.44,0.02,0.32,0.05,0.02,14,Angry,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.02,14,Angry,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.04,14,Angry,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.04,14,Angry,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.04,14,Angry,Taylor Swift,
Bejeweled,0.15,0.34,0,0.32,0.19,0.04,14,Angry,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.04,14,Angry,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.04,14,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.05,14,Angry,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.1,14,Angry,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.11,14,Angry,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0,15,Angry,Taylor Swift,
the 1,0.19,0.29,0.13,0.16,0.23,0.02,15,Angry,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.02,15,Angry,Taylor Swift,
Dear Reader,0.17,0.09,0.09,0.17,0.49,0.02,15,Angry,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.02,15,Angry,Taylor Swift,
Daylight,0.15,0.24,0.13,0.35,0.13,0.02,15,Angry,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.03,15,Angry,Taylor Swift,
Enchanted,0.33,0.2,0.06,0.14,0.27,0.05,15,Angry,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.06,15,Angry,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.09,15,Angry,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.09,15,Angry,Taylor Swift,
Last Kiss,0.19,0.17,0.21,0.15,0.28,0.1,15,Angry,Taylor Swift,
Labyrinth,0.42,0.16,0,0.14,0.28,0.11,15,Angry,Taylor Swift,
Looking Glass,0.1,0.13,0.07,0.47,0.23,0.02,1,Happy,Little Dragon,
A New,0.14,0.29,0.29,0.29,0,0.020001,1,Happy,Little Dragon,
Strobe Light,0.14,0.27,0.19,0.3,0.11,0.020001,1,Happy,Little Dragon,
Amoban,0.14,0.29,0.07,0.25,0.25,0.020001,1,Happy,Little Dragon,
Easy Falling,0.14,0.29,0.1,0.43,0.05,0.020001,1,Happy,Little Dragon,
New Fiction,0.15,0.03,0.03,0.58,0.21,0.03,1,Happy,Little Dragon,
Let Go,0.15,0.3,0.1,0.05,0.4,0.03,1,Happy,Little Dragon,
Cat Rider,0.16,0.38,0.05,0.19,0.22,0.04,1,Happy,Little Dragon,
The Pop Life,0.07,0.33,0.11,0.26,0.22,0.05,1,Happy,Little Dragon,
Underbart,0.06,0.38,0.09,0.24,0.24,0.06,1,Happy,Little Dragon,
Wink,0.05,0.25,0.1,0.3,0.3,0.07,1,Happy,Little Dragon,
Crystalfilm,0,0.29,0.08,0.42,0.21,0.12,1,Happy,Little Dragon,
Tumbling Dice,0.25,0.25,0.07,0.29,0.14,0.13,1,Happy,Little Dragon,
Hold On,0.27,0.13,0.07,0.33,0.2,0.15,1,Happy,Little Dragon,
My Step,0.12,0.18,0,0.53,0.18,0,2,Happy,Little Dragon,
Turn Left,0.11,0.21,0.05,0.11,0.53,0.01,2,Happy,Little Dragon,
Nightlight,0.13,0.48,0,0.22,0.17,0.01,2,Happy,Little Dragon,
Don't Cry,0.1,0.3,0,0.45,0.15,0.02,2,Happy,Little Dragon,
Strobe Light,0.14,0.27,0.19,0.3,0.11,0.02,2,Happy,Little Dragon,
Little Man,0.08,0.36,0,0.44,0.12,0.04,2,Happy,Little Dragon,
Disco Dangerous,0.44,0.22,0,0.22,0.11,0.32,2,Happy,Little Dragon,
Killing Me,0.06,0.14,0,0.44,0.36,0.01,3,Happy,Little Dragon,
Twice,0.06,0.19,0.12,0.44,0.19,0.010001,3,Happy,Little Dragon,
Underbart,0.06,0.38,0.09,0.24,0.24,0.010001,3,Happy,Little Dragon,
Should I,0.09,0.45,0.09,0.23,0.14,0.02,3,Happy,Little Dragon,
Klapp Klapp,0.05,0.22,0.08,0.27,0.38,0.02,3,Happy,Little Dragon,
Nabuma Rubberband,0.05,0.16,0.37,0.21,0.21,0.02,3,Happy,Little Dragon,
Shuffle a Dream,0.05,0.29,0,0.34,0.32,0.02,3,Happy,Little Dragon,
Swimming,0.1,0.14,0.03,0.14,0.59,0.03,3,Happy,Little Dragon,
Don't Cry,0.1,0.3,0,0.45,0.15,0.03,3,Happy,Little Dragon,
Turn Left,0.11,0.21,0.05,0.11,0.53,0.04,3,Happy,Little Dragon,
Recommendation,0.03,0.14,0.29,0.29,0.26,0.04,3,Happy,Little Dragon,
After the Rain,0.03,0.21,0.48,0.14,0.14,0.04,3,Happy,Little Dragon,
Mirror,0.12,0.09,0.09,0.55,0.15,0.05,3,Happy,Little Dragon,
Only One,0,0.17,0.08,0.33,0.42,0.07,3,Happy,Little Dragon,
Tumbling Dice,0.25,0.25,0.07,0.29,0.14,0.18,3,Happy,Little Dragon,
Hold On,0.27,0.13,0.07,0.33,0.2,0.2,3,Happy,Little Dragon,
Slugs of Love,0.55,0.13,0.04,0.28,0,0.48,3,Happy,Little Dragon,
The Pop Life,0.07,0.33,0.11,0.26,0.22,0.005,4,Happy,Little Dragon,
Underbart,0.06,0.38,0.09,0.24,0.24,0.0050001,4,Happy,Little Dragon,
Klapp Klapp,0.05,0.22,0.08,0.27,0.38,0.015,4,Happy,Little Dragon,
Shuffle a Dream,0.05,0.29,0,0.34,0.32,0.015,4,Happy,Little Dragon,
Forever,0.08,0.36,0.03,0.53,0,0.015,4,Happy,Little Dragon,
Little Man,0.08,0.36,0,0.44,0.12,0.015,4,Happy,Little Dragon,
Nabuma Rubberband,0.05,0.16,0.37,0.21,0.21,0.015,4,Happy,Little Dragon,
Constant Surprises,0.05,0.34,0.02,0.05,0.54,0.015,4,Happy,Little Dragon,
Should I,0.09,0.45,0.09,0.23,0.14,0.025,4,Happy,Little Dragon,
Recommendation,0.03,0.14,0.29,0.29,0.26,0.035,4,Happy,Little Dragon,
Don't Cry,0.1,0.3,0,0.45,0.15,0.035,4,Happy,Little Dragon,
Kenneth,0.03,0.03,0.5,0.25,0.19,0.035,4,Happy,Little Dragon,
Crystalfilm,0,0.29,0.08,0.42,0.21,0.065,4,Happy,Little Dragon,
Amoban,0.14,0.29,0.07,0.25,0.25,0.075,4,Happy,Little Dragon,
Cat Rider,0.16,0.38,0.05,0.19,0.22,0.095,4,Happy,Little Dragon,
Gold,0.17,0.34,0,0.27,0.22,0.105,4,Happy,Little Dragon,
Another Lover,0.26,0.3,0,0.19,0.26,0.195,4,Happy,Little Dragon,
Wink,0.05,0.25,0.1,0.3,0.3,0,5,Happy,Little Dragon,
Shuffle a Dream,0.05,0.29,0,0.34,0.32,0.00001,5,Happy,Little Dragon,
Klapp Klapp,0.05,0.22,0.08,0.27,0.38,0.00001,5,Happy,Little Dragon,
Underbart,0.06,0.38,0.09,0.24,0.24,0.01,5,Happy,Little Dragon,
Should I,0.09,0.45,0.09,0.23,0.14,0.04,5,Happy,Little Dragon,
Don't Cry,0.1,0.3,0,0.45,0.15,0.05,5,Happy,Little Dragon,
Please Turn,0.1,0.38,0.1,0.14,0.29,0.05,5,Happy,Little Dragon,
Peace,0,0.43,0,0.29,0.29,0.05,5,Happy,Little Dragon,
Test,0,0.33,0.05,0.48,0.14,0.05,5,Happy,Little Dragon,
Crystalfilm,0,0.29,0.08,0.42,0.21,0.05,5,Happy,Little Dragon,
Amoban,0.14,0.29,0.07,0.25,0.25,0.09,5,Happy,Little Dragon,
Another Lover,0.26,0.3,0,0.19,0.26,0.21,5,Happy,Little Dragon,
Underbart,0.06,0.38,0.09,0.24,0.24,0,6,Happy,Little Dragon,
